Species,FDMP22H001643-1a_L1_CXD_0801,FDMP22H001643-1a_L1_CXD_0802,FDMP22H001643-1a_L1_CXD_0803,FDMP22H001643-1a_L1_CXD_0804,FDMP22H001643-1a_L1_CXD_0805,FDMP22H001643-1a_L1_CXD_0806,FDMP22H001643-1a_L1_CXD_0807,FDMP22H001643-1a_L1_CXD_0808,FDMP22H001643-1a_L1_CXD_0809,FDMP22H001643-1a_L1_CXD_0810,FDMP22H001643-1a_L1_CXD_0811,FDMP22H001643-1a_L1_CXD_0812,FDMP22H001643-1a_L1_CXD_1001,FDMP22H001970-1a_L1_CXD_1002,FDMP22H001970-1a_L1_CXD_1003,FDMP22H001970-1a_L1_CXD_1004,FDMP22H001643-1a_L1_CXD_1005,FDMP22H001643-1a_L1_CXD_1006,FDMP22H001643-1a_L1_CXD_1007,FDMP22H001643-1a_L1_CXD_1008,FDMP22H001643-1a_L1_CXD_1009,FDMP22H001643-1a_L1_CXD_1010,FDMP22H001970-1a_L1_CXD_1011,FDMP22H001643-1a_L1_CXD_1012,FDMP22H001970-1a_L1_CXD_1013,FDMP22H001970-1a_L1_CXD_1014,FDMP22H001970-1a_L1_CXD_1015,FDMP22H001970-1a_L1_CXD_1201,FDMP22H001643-1a_L1_CXD_1202,FDMP22H001643-1a_L1_CXD_1203,FDMP22H001643-1a_L1_CXD_1204,FDMP22H001643-1a_L1_CXD_1205,FDMP22H001643-1a_L1_CXD_1206,FDMP22H001643-1a_L1_CXD_1207,FDMP22H001970-1a_L1_CXD_1208,FDMP22H001643-1a_L1_CXD_1209,FDMP22H001643-1a_L1_CXD_1210,FDMP22H001643-1a_L1_CXD_1211,FDMP22H001643-1a_L1_CXD_1212,FDMP22H001643-1a_L1_CXD_1213,FDMP22H001643-1a_L1_CXD_1214,FDMP22H001643-1a_L1_CXD_1215,FDMP22H001643-1a_L1_CXD_0202,FDMP22H001643-1a_L1_CXD_0203,FDMP22H001643-1a_L1_CXD_0204,FDMP22H001643-1a_L1_CXD_0205,FDMP22H001643-1a_L1_CXD_0206,FDMP22H001643-1a_L1_CXD_0207,FDMP22H001644-1a_L1_CXD_0208,FDMP22H001644-1a_L1_CXD_0209,FDMP22H001644-1a_L1_CXD_0210,FDMP22H001644-1a_L1_CXD_0211,FDMP22H001644-1a_L1_CXD_0212,FDMP22H001644-1a_L1_CXD_0213,FDMP22H001644-1a_L1_CXD_0214,FDMP22H001644-1a_L1_CXD_0215,FDMP22H001644-1a_L1_CXD_1401,FDMP22H001644-1a_L1_CXD_1402,FDMP22H001644-1a_L1_CXD_1403,FDMP22H001644-1a_L1_CXD_1404,FDMP22H001644-1a_L1_CXD_1405,FDMP22H001644-1a_L1_CXD_1406,FDMP22H001644-1a_L1_CXD_1407,FDMP22H001644-1a_L1_CXD_1408,FDMP22H001644-1a_L1_CXD_1409,FDMP22H001644-1a_L1_CXD_1410,FDMP22H001644-1a_L1_CXD_1411,FDMP22H001644-1a_L1_CXD_1412,FDMP22H001644-1a_L1_CXD_1413,FDMP22H001644-1a_L1_CXD_1414,FDMP22H001644-1a_L1_CXD_1415,FDMP22H001644-1a_L1_CXD_1601,FDMP22H001644-1a_L1_CXD_1602,FDMP22H001644-1a_L1_CXD_1603,FDMP22H001644-1a_L1_CXD_1604,FDMP22H001644-1a_L1_CXD_1605,FDMP22H001644-1a_L1_CXD_1606,FDMP22H001644-1a_L1_CXD_1607,FDMP22H001644-1a_L1_CXD_1608,FDMP22H001644-1a_L1_CXD_1609,FDMP22H001644-1a_L1_CXD_1610,FDMP22H001644-1a_L1_CXD_1611,FDMP22H001644-1a_L1_CXD_1612,FDMP22H001644-1a_L1_CXD_1613,FDMP22H001644-1a_L1_CXD_1614
Cercozoa_XXX,11,25,13,14,29,12,38,16,18,21,18,32,21,85,59,70,40,15,48,34,17,8,54,22,51,49,21,17,18,0,9,11,22,9,13,3,24,15,9,10,12,6,0,12,7,12,22,25,6,8,15,4,13,8,13,5,8,0,4,6,12,3,5,11,29,4,15,13,9,7,9,0,2,9,2,3,17,10,0,7,6,9,0,3,4
Chaetocerotaceae,120,84,86,64,63,111,66,78,67,37,69,123,49,56,18,50,52,64,56,90,25,20,88,83,77,91,70,84,21,37,43,64,32,23,126,62,58,42,22,23,32,44,28,61,31,7,49,83,42,10,25,60,14,32,89,80,121,199,25,124,38,26,24,22,42,26,88,130,137,148,103,137,127,100,84,131,102,142,50,234,368,621,190,345,163
Chilodonellidae,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,33,13,27,33,38,31,35,314,61,16,337,157,206,160,125,70,60,94,60,171,59,17,4562,10,10,0,10,2,4,0,0,44,11,0,92,0
Chlamydodontidae,20,7,6,7,11,9,0,9,5,0,16,430,5,44,42,33,7,11,13,4,8,4,195,12,6,0,0,8,0,0,0,0,0,0,32,4,0,0,0,0,0,0,5,7,4,4,14,21,0,5,7,3,19,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0
Chlamydomonadales_X,4,10,4,7,19,29,18,30,11,0,12,6,6,4,15,8,8,6,3,6,3,12,23,12,26,6,10,14,10,6,6,12,0,0,7,3,0,2,3,3,0,8,0,3,7,0,0,0,0,0,0,0,0,6,3,0,3,3,0,3,4,0,9,13,4,4,8,0,7,0,3,15,5,4,0,5,0,0,0,8,3,2,3,4,0
Chlamydophryidae,129,97,34,223,231,185,205,192,119,93,260,148,86,130,89,39,313,161,147,165,57,93,121,53,154,214,102,131,142,56,111,115,112,53,237,62,97,48,49,68,118,57,100,110,66,68,189,112,71,19,42,63,29,20,47,121,32,41,30,26,55,0,20,18,9,9,19,14,42,16,10,106,148,88,50,89,46,34,24,138,30,49,71,48,341
Chlorarachnida_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Chlorellales_X,177,195,139,182,100,160,83,197,107,91,85,180,86,82,109,162,112,117,143,286,51,73,237,197,584,338,257,118,76,85,48,138,33,148,161,96,63,18,44,16,19,52,26,41,20,39,42,55,0,0,34,11,0,14,0,9,9,16,0,17,30,8,71,45,18,11,0,18,44,12,18,67,56,65,103,69,37,60,5,54,84,56,68,49,22
Chlorodendraceae,11,0,0,8,0,8,0,8,4,0,5,16,19,23,30,24,16,15,31,25,16,14,54,9,39,9,38,19,8,12,8,17,7,17,49,10,13,9,4,0,8,5,28,51,30,77,30,24,0,0,7,25,5,15,8,8,3,0,0,5,0,0,0,8,5,0,0,5,6,0,5,0,4,0,7,0,11,8,3,13,6,8,7,4,0
Chlorophyta_XXXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chloropicaceae,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choanoflagellatea_XX,0,4,0,2,0,5,0,0,0,0,6,0,2,5,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,11,0,0,0,5,6,0,0,0,2,0,0,12,0,4,0,2,0,3,0,0,0,7,0
Choanoflagellatea_XX_Group_L,3,0,4,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choreotrichida-Tintinnina_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choreotrichida_X,0,7,12,5,0,0,0,0,5,6,282,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Chromadorea_X,3433,5080,5183,5022,9236,11077,9398,9590,9232,7804,7550,8392,3677,19465,19528,16104,8950,12490,14456,12807,7606,13158,8907,7240,9900,10095,10314,7651,8447,8582,11158,11310,8567,13690,5091,5749,2392,3960,4678,3809,4971,6696,9108,9502,6290,12206,4497,5250,6041,3548,6522,5296,5683,9039,5530,4139,2552,3954,21663,4637,21827,8614,40196,16082,24581,35421,3746,6496,4598,2752,6029,3869,10234,7583,22693,19294,9512,23297,1573,12266,13065,6080,4934,5284,9150
Chromadoridae,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromeraceae,21,12,11,12,16,12,4,6,9,9,10,17,5,51,13,12,0,18,8,18,6,10,41,9,57,16,41,20,12,4,11,10,11,13,41,9,5,10,2,0,0,0,7,0,0,9,5,0,2,0,0,0,0,0,0,5,2,4,5,0,3,0,0,4,0,6,0,7,7,11,39,5,0,13,0,6,0,8,3,16,14,15,22,9,25
Chrysophyceae_Clade-EC2H_X,2,0,0,0,0,0,0,0,0,0,10,2,2,4,4,0,0,0,0,4,0,0,5,0,0,13,7,0,6,0,0,0,0,0,0,0,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,6,0,0,0,5,0,5,0,0,0,0,0,2,4,0,0,3,0,0,0,0,3,2,0,0
Chrysotilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chytriodiniaceae,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladophorales_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochliopodiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colpodellaceae,39,53,27,42,50,67,60,52,37,76,44,49,43,125,40,85,41,35,53,62,19,46,87,31,129,175,45,74,32,33,22,42,26,62,81,27,16,23,11,10,13,22,18,34,8,30,19,14,3,8,8,14,8,6,5,19,0,5,4,7,8,7,8,15,30,7,7,11,6,0,0,12,10,58,21,41,37,42,0,79,45,37,24,58,16
Colpodellida_CHR1,0,0,0,3,0,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Colpodida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CONTH_1_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTH_3_XX,22,26,11,19,26,25,33,32,7,14,40,0,0,94,101,50,0,32,15,16,14,0,149,0,9,41,46,15,6,11,29,17,2,0,53,0,9,15,6,12,13,11,12,0,22,15,27,0,7,8,74,16,23,8,12,13,0,15,0,12,12,9,10,5,13,9,7,15,13,27,8,15,23,22,42,14,0,7,6,9,11,7,19,9,0
CONTH_6_XX,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,167,28,0,0,0,0,0,0,0,0,0,76,81,27,2,40,90,62,113,58,66,19,71,961,2135,1546,40,0
CONTH_7_XX,112,166,74,230,124,124,104,82,11609,84,187,135,0,0,0,0,2,0,0,0,641,2,0,0,3,0,0,0,0,0,0,0,785,0,0,8,5,0,0,0,4,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CONTH_8_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,127,0,0,0,0,0,0,0,0,0,0,0,4,0,168
CONThreeP_XX,51,74,42,30,19,69,23,30,56,20,27,75,4,57,20,20,13,36,21,15,11,42,70,19,80,102,64,31,14,11,28,0,26,12,44,24,14,17,0,0,6,16,5,7,9,13,0,23,3,9,11,16,7,4,0,8,0,8,0,0,0,0,3,0,0,21,0,11,14,25,115,4,0,71,21,36,4,15,0,16,0,41,20,9,13
Corallinales_X,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corallochytridae,4,7,4,0,11,8,0,7,5,0,4,12,0,10,0,7,5,0,4,0,5,0,5,7,17,10,13,7,4,0,7,0,5,0,0,4,8,0,0,0,0,4,0,0,0,5,0,7,3,0,0,0,6,0,0,3,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,3,8,0,6,0,8,0,4,0
Coscinodiscaceae,12,37,10,0,0,8,10,12,10,62,17,10,3,0,0,0,0,3,7,0,0,14,0,0,0,0,4,0,0,0,7,0,0,17,0,2,0,10,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Coscinodiscophyceae_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,9,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Craniata_XX,130,774,354,748,162,111,42,49,37,33,73,72,16,114,121,151,286,41,16,27,28,22,23,16,62,47,65,61,40,7,10,11,0,2,10,17,33,72,52,68,51,27,9,0,10,6,17,11,15,27,82,50,16,4,6,0,5,8,510,2,71,331,162,159,143,20,19,15,24,13,13,49,54,362,151,310,115,27,0,50,15,15,38,19,78
Crustomastigaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryomonadida_X,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,0,0,10,9,29,0,0,0,0,7,0,0,0,0,13,12,0,0,9,4,0,0,0
Cryothecomonas-lineage,92,145,42,58,123,120,116,96,110,88,131,131,73,0,33,19,98,49,77,105,73,140,152,76,165,132,113,144,438,264,373,531,784,659,726,324,762,857,146,331,490,372,286,258,229,278,317,189,47,101,83,73,132,110,121,98,30,52,25,37,23,48,27,41,78,43,53,70,88,73,56,29,54,62,41,41,82,65,41,156,88,78,98,54,33
Crypthecodiniaceae,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
Cryptomonadales_X,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5
Cryptomonadales_X:nucl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24
Ctenophora_XX,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclotrichium_like_organism_XX,93,69,78,85,82,106,103,70,229,43,70,66,3,14,12,0,0,0,36,6,5,0,8,0,31,22,127,31,21,7,351,14,27,0,23,13,0,0,21,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,25
Cymatosiraceae,398,367,300,192,191,430,279,308,231,265,236,400,207,273,266,235,217,366,290,343,170,313,513,263,598,533,417,250,197,223,226,229,157,153,452,185,230,153,202,123,100,217,163,123,124,71,181,157,15,29,43,34,0,33,69,71,136,196,81,107,64,13,34,32,63,87,83,126,173,284,270,109,173,179,82,102,135,172,76,249,399,539,284,256,93
Cymbellaceae,0,0,0,7,8,0,0,0,0,0,2,0,0,5,0,7,0,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0
Cyphoderiidae,108,179,99,128,221,194,204,121,78,44,182,214,92,523,317,340,236,205,239,221,93,78,529,201,295,474,194,134,212,134,173,137,73,72,209,126,48,77,46,33,73,81,73,62,11,64,45,42,0,9,19,25,13,29,0,16,0,13,0,11,0,0,7,4,0,8,0,0,0,0,0,2,2,20,6,6,5,0,0,5,7,0,12,9,35
Cyrtolophosidida,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demospongiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dermamoebidae,3,4,3,0,2,0,0,2,0,0,0,0,0,9,7,0,0,3,3,0,2,7,5,3,7,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,4,0,0,0,0,7,0,0
Developea_XX,0,0,0,0,0,0,0,0,0,0,0,0,17,16,17,18,10,8,7,7,0,0,12,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,22,0,22,9,0,0,4,8,0,0,0,0
Dictyochales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Didiniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Dino-Group-I-Clade-1,52,100,53,43,23,16,15,6,9,6,17,30,47,65,52,19,138,87,43,50,21,7,171,145,668,458,293,53,25,40,27,27,30,33,100,24,84,50,61,16,31,52,15,7,9,11,0,25,6,9,12,9,0,8,6,4,31,11,0,7,35,18,15,7,6,0,7,10,11,14,66,0,7,27,12,42,14,0,0,6,8,5,9,7,0
Dino-Group-I-Clade-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,14,3,0,0,0,0,0,0,0,0,0,0,6,10,5,0,0
Dino-Group-I-Clade-4,49,138,82,35,49,26,40,28,24,53,31,82,39,98,82,83,75,42,43,57,22,116,318,83,317,387,233,47,43,27,32,56,13,47,187,61,29,29,9,11,11,33,20,17,15,52,20,31,2,7,15,9,0,4,2,4,7,41,6,0,15,0,23,5,0,0,0,16,36,67,203,11,18,67,44,30,4,26,7,25,50,67,61,30,45
Dino-Group-I-Clade-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino-Group-II-Clade-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,31
Dino-Group-II-Clade-10-and-11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Dino-Group-II-Clade-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino-Group-II-Clade-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,7
Dino-Group-II-Clade-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
