Species,FDMP22H001643-1a_L1_CXD_0801,FDMP22H001643-1a_L1_CXD_0802,FDMP22H001643-1a_L1_CXD_0803,FDMP22H001643-1a_L1_CXD_0804,FDMP22H001643-1a_L1_CXD_0805,FDMP22H001643-1a_L1_CXD_0806,FDMP22H001643-1a_L1_CXD_0807,FDMP22H001643-1a_L1_CXD_0808,FDMP22H001643-1a_L1_CXD_0809,FDMP22H001643-1a_L1_CXD_0810,FDMP22H001643-1a_L1_CXD_0811,FDMP22H001643-1a_L1_CXD_0812,FDMP22H001643-1a_L1_CXD_1001,FDMP22H001970-1a_L1_CXD_1002,FDMP22H001970-1a_L1_CXD_1003,FDMP22H001970-1a_L1_CXD_1004,FDMP22H001643-1a_L1_CXD_1005,FDMP22H001643-1a_L1_CXD_1006,FDMP22H001643-1a_L1_CXD_1007,FDMP22H001643-1a_L1_CXD_1008,FDMP22H001643-1a_L1_CXD_1009,FDMP22H001643-1a_L1_CXD_1010,FDMP22H001970-1a_L1_CXD_1011,FDMP22H001643-1a_L1_CXD_1012,FDMP22H001970-1a_L1_CXD_1013,FDMP22H001970-1a_L1_CXD_1014,FDMP22H001970-1a_L1_CXD_1015,FDMP22H001970-1a_L1_CXD_1201,FDMP22H001643-1a_L1_CXD_1202,FDMP22H001643-1a_L1_CXD_1203,FDMP22H001643-1a_L1_CXD_1204,FDMP22H001643-1a_L1_CXD_1205,FDMP22H001643-1a_L1_CXD_1206,FDMP22H001643-1a_L1_CXD_1207,FDMP22H001970-1a_L1_CXD_1208,FDMP22H001643-1a_L1_CXD_1209,FDMP22H001643-1a_L1_CXD_1210,FDMP22H001643-1a_L1_CXD_1211,FDMP22H001643-1a_L1_CXD_1212,FDMP22H001643-1a_L1_CXD_1213,FDMP22H001643-1a_L1_CXD_1214,FDMP22H001643-1a_L1_CXD_1215,FDMP22H001643-1a_L1_CXD_0202,FDMP22H001643-1a_L1_CXD_0203,FDMP22H001643-1a_L1_CXD_0204,FDMP22H001643-1a_L1_CXD_0205,FDMP22H001643-1a_L1_CXD_0206,FDMP22H001643-1a_L1_CXD_0207,FDMP22H001644-1a_L1_CXD_0208,FDMP22H001644-1a_L1_CXD_0209,FDMP22H001644-1a_L1_CXD_0210,FDMP22H001644-1a_L1_CXD_0211,FDMP22H001644-1a_L1_CXD_0212,FDMP22H001644-1a_L1_CXD_0213,FDMP22H001644-1a_L1_CXD_0214,FDMP22H001644-1a_L1_CXD_0215,FDMP22H001644-1a_L1_CXD_1401,FDMP22H001644-1a_L1_CXD_1402,FDMP22H001644-1a_L1_CXD_1403,FDMP22H001644-1a_L1_CXD_1404,FDMP22H001644-1a_L1_CXD_1405,FDMP22H001644-1a_L1_CXD_1406,FDMP22H001644-1a_L1_CXD_1407,FDMP22H001644-1a_L1_CXD_1408,FDMP22H001644-1a_L1_CXD_1409,FDMP22H001644-1a_L1_CXD_1410,FDMP22H001644-1a_L1_CXD_1411,FDMP22H001644-1a_L1_CXD_1412,FDMP22H001644-1a_L1_CXD_1413,FDMP22H001644-1a_L1_CXD_1414,FDMP22H001644-1a_L1_CXD_1415,FDMP22H001644-1a_L1_CXD_1601,FDMP22H001644-1a_L1_CXD_1602,FDMP22H001644-1a_L1_CXD_1603,FDMP22H001644-1a_L1_CXD_1604,FDMP22H001644-1a_L1_CXD_1605,FDMP22H001644-1a_L1_CXD_1606,FDMP22H001644-1a_L1_CXD_1607,FDMP22H001644-1a_L1_CXD_1608,FDMP22H001644-1a_L1_CXD_1609,FDMP22H001644-1a_L1_CXD_1610,FDMP22H001644-1a_L1_CXD_1611,FDMP22H001644-1a_L1_CXD_1612,FDMP22H001644-1a_L1_CXD_1613,FDMP22H001644-1a_L1_CXD_1614
MOCH-5_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_A,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_M,0,0,0,0,0,5,4,0,0,7,0,9,4,0,0,0,0,4,0,12,2,0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,4,2,4,4,0
Mytiloida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMAKO-1-lineage_XX,0,0,0,0,0,0,0,12,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,7,10,0,0,3,0,4,3,0,0,0,0,0
Nanofilidae,76,40,12,61,31,23,11,7,14,3,17,16,82,57,24,42,65,19,9,9,23,84,69,19,26,22,47,32,27,17,10,0,7,14,43,6,17,7,0,16,14,6,0,0,4,9,6,0,8,4,3,15,0,0,0,0,5,7,0,6,0,2,10,8,2,2,0,0,6,8,0,11,26,48,24,40,10,22,0,15,44,34,49,26,2
Naviculaceae,16459,19003,19753,19808,15877,16159,11368,11939,10903,7688,13464,15849,11147,16781,20094,13375,17883,14581,13510,12488,8356,10571,9698,10196,12113,10461,12119,18487,15021,11270,12919,12376,12064,10280,8229,10226,20699,21162,15469,25298,23274,19365,29310,24034,23933,22239,21878,19038,22994,16877,41258,28989,30108,27618,20312,28654,28965,27991,19043,31802,19631,32484,11365,20883,20662,12118,8451,10341,8414,6203,4411,47365,21326,23549,20592,25074,14230,14521,4053,14149,11310,10662,5754,12758,8692
NC12A-lineage,65,109,64,69,44,48,38,30,54,37,58,82,21,25,50,37,31,35,24,46,7,60,40,45,56,79,74,24,11,16,8,8,32,24,85,43,14,28,20,25,8,4,13,6,14,7,15,39,2,0,6,3,31,50,3,21,0,10,2,0,11,3,12,5,50,73,8,41,11,43,22,0,46,10,21,50,69,137,8,120,54,72,36,26,34
NC12B-lineage,0,2,0,0,3,0,0,4,0,3,3,8,3,0,0,4,0,10,5,5,3,0,0,0,0,4,0,2,0,2,0,0,0,2,0,9,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,7,0,0,0,5,0,0,0,11,32,8,0,5,31,5,0,0,0,3,0,7,8,0,14,0,0,0,0
Nebulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Nemertea_XX,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,14,4,11,9,17,17,111,13,17,6,10,9,0
Neovahlkampfiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Nephroselmidaceae_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nephroselmidales_X,0,6,9,9,0,12,4,7,5,5,6,0,13,30,29,25,13,25,10,19,12,20,24,11,15,39,9,20,3,0,0,0,0,0,18,0,0,0,0,0,8,7,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,8,0,0,6,9,0,7,0,4,0,0,0,26,12,38,7,38,21,13,0,9,22,20,27,24,18
Nibbleridae,9,4,4,0,6,3,4,4,2,2,0,19,12,50,17,11,15,13,0,6,0,4,26,8,9,15,0,11,6,3,0,0,2,9,10,0,2,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,3,6,3,6,0,2,5,0,0,4,9,0,5,3,0,22,0,13,5,2,0,14,8,7,4,3,0
Noctilucaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolandellidae,6,10,6,20,0,8,10,3,0,5,9,5,0,0,0,15,0,11,2,0,0,19,0,2,21,32,26,0,4,2,5,0,7,0,0,9,0,0,0,0,2,0,0,5,4,0,0,4,0,0,0,0,7,0,14,7,55,152,6,6,20,0,0,9,11,0,0,0,5,0,2,11,0,9,0,0,0,0,0,5,2,7,0,0,14
Novel-clade-10_X,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novel-clade-2,14,48,16,13,10,6,10,11,4,13,18,15,5,20,29,16,29,2,28,19,10,20,37,23,60,113,75,18,26,6,0,18,10,7,72,9,8,42,0,7,19,0,4,15,3,2,12,23,13,0,14,6,10,12,21,27,5,4,0,0,0,5,0,0,0,0,0,0,4,0,29,0,2,0,0,0,6,0,3,47,0,0,4,3,25
Novel-clade-3,16,13,11,0,3,7,0,8,15,0,16,15,4,6,6,0,0,8,13,22,2,10,19,7,16,25,0,15,4,0,0,0,3,0,46,7,9,2,4,3,5,6,2,5,3,8,14,0,5,3,12,29,5,13,30,11,0,12,0,0,0,4,0,0,0,0,5,5,0,2,10,0,6,0,0,0,0,0,0,0,2,0,0,0,0
Novel-Clade-4,0,40,4,24,14,8,16,19,23,0,29,42,3,15,4,10,7,8,24,17,8,62,32,19,33,87,32,41,32,21,27,38,22,39,56,30,14,42,7,12,38,14,13,16,16,21,25,0,15,12,0,10,10,0,12,24,3,11,3,5,16,10,0,0,16,0,0,16,0,8,6,0,5,0,0,23,0,8,0,24,3,18,16,0,9
Novel-Gran-1,14,0,10,7,19,28,11,19,5,15,13,22,14,46,20,31,25,14,24,26,5,0,31,21,36,39,16,34,20,19,4,14,0,11,33,10,8,0,0,0,9,3,8,0,4,6,4,6,0,2,5,5,4,4,7,5,9,0,0,5,0,6,2,13,2,5,15,10,23,0,5,4,0,8,8,2,0,12,0,23,17,4,0,13,0
Novel-Gran-2,24,36,4,77,6,9,5,6,4,0,30,18,7,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0
Novel-Gran-234,27,58,3,47,52,27,25,17,26,11,15,34,34,112,65,69,55,42,36,36,12,30,92,26,77,96,30,64,42,27,35,22,13,15,27,34,31,8,21,6,13,13,18,18,0,7,17,10,22,18,9,15,30,13,18,20,38,38,40,50,52,48,14,32,65,10,27,28,36,42,6,36,22,35,15,41,46,36,7,52,88,92,33,50,21
Oblongichytridiaceae,212,182,200,358,274,262,338,257,319,299,469,347,113,122,359,211,155,171,301,176,183,254,186,174,134,153,359,301,171,143,276,198,262,311,279,196,323,283,251,329,274,295,644,607,578,935,863,459,317,209,946,779,592,599,624,683,203,282,247,237,162,156,284,200,344,242,230,249,129,117,61,129,205,178,286,319,250,330,113,413,164,189,140,211,144
Ochromonadaceae,0,7,9,0,7,4,0,6,9,0,12,5,4,0,0,0,6,14,9,6,4,6,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochromonadales_clade-V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochromonadales_clade-XI,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochromonadales_X,0,45,7,10,0,8,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0
Odontellaceae,22,12,31,13,11,10,10,5,8,11,21,15,12,13,24,13,0,9,17,0,0,69,59,15,16,20,24,12,8,7,0,11,10,19,34,8,6,15,18,9,0,0,12,12,0,18,11,9,0,0,0,0,0,9,8,12,39,43,24,29,15,6,0,0,22,14,22,34,78,96,133,32,30,29,23,28,14,41,4,42,138,125,125,94,52
OLIGO5_X,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLIGO6_X,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLIGO9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligohymenophorea_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Oligotrichida_X,65,404,174,83,59,69,56,102,74,35,46,150,35,63,57,30,21,64,40,43,24,58,78,53,171,235,152,28,0,27,28,21,15,0,101,44,0,27,61,33,36,43,26,22,40,38,13,27,23,0,31,0,0,0,0,36,0,31,0,19,40,0,59,44,19,37,77,119,63,0,228,46,29,45,40,71,15,26,33,60,45,62,32,18,24
Olpidophydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ophryoscolecidae_2,0,8,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opisthokonta_XXXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Orthodonellidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostracoda,0,0,3,0,0,10,0,0,0,5,0,2,0,0,0,0,0,2,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,5,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,16
Ostreoida,0,0,5,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,4,0,0,0,0,16,4,0,0,0,0,0,0,7,0,0,0,5,7
Ovulinatidae,51,0,37,0,71,70,58,70,28,48,124,49,25,4,69,75,93,36,31,138,33,31,113,43,55,18,77,62,41,19,61,65,49,34,149,52,31,0,21,14,40,0,34,100,33,35,47,44,57,16,37,97,0,104,46,256,8,0,27,7,8,0,0,0,0,0,0,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Oxytrichidae,6,16,0,4,0,4,0,7,3,3,11,0,0,17,10,10,0,0,0,0,0,0,36,3,0,12,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0
Parabirojimidae,0,0,0,0,16,0,0,0,0,0,0,0,4,6,2,0,139,8,0,0,0,3,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,0,0,0,0
Paracercomonadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Paradinida_X,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paralecudinids,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0
Paraliaceae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,11,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,5,6,6,0,0,9,0,0,0,0,6,5,6,0,6,0,0,10,0,0,0,3,0,0,6,0,5,0,9,9,14,0,8,4,3,0,5,21,0,10,7,12,0,10,3
Parameciidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paramoebidae,19,7,0,0,0,0,0,0,0,2,0,0,2,24,13,19,0,0,0,0,0,6,17,3,30,54,9,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,3,13,0,0,0,0,0,0,4,0,0
Paraphysomonadaceae,22,24,6,14,2,15,21,11,17,21,25,20,0,38,5,10,7,0,0,6,17,13,18,0,8,73,14,13,10,0,24,0,19,25,30,7,10,16,18,9,8,22,49,20,18,37,43,20,53,25,6,16,12,18,12,11,34,94,10,30,51,22,14,16,24,16,0,13,0,23,0,58,206,170,40,103,58,57,16,63,90,85,38,55,14
Pararosariidae,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parmales_env_2,12,26,17,11,24,16,7,30,0,6,5,38,22,11,15,0,21,8,12,9,0,7,0,10,18,10,5,8,8,5,4,6,7,0,4,0,9,20,21,7,6,17,11,14,4,12,13,12,7,9,10,0,0,0,7,11,5,13,0,5,0,0,0,4,4,0,0,0,0,4,4,0,8,7,2,13,0,0,0,10,0,5,8,0,9
Parmales_env_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Parvamoebidae,23,3,0,3,4,0,2,0,7,24,3,17,21,167,101,86,27,37,31,14,10,144,102,29,73,146,57,43,0,0,0,2,0,4,31,8,0,4,4,0,6,33,0,0,0,20,0,61,12,11,23,47,14,0,18,16,61,289,333,108,16,291,7,10,25,2,0,0,0,2,3,7,0,4,0,0,0,0,0,0,0,0,0,0,44
Parviluciferaceae,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulinellidae,157,263,220,318,439,510,292,215,234,61,486,294,77,70,91,93,448,283,333,462,105,168,141,176,250,228,140,148,136,167,197,196,87,85,408,326,74,79,59,73,135,130,222,187,130,92,221,140,95,74,79,118,202,174,164,198,48,52,363,63,0,75,30,0,74,0,0,5,23,2,44,0,33,28,0,33,35,21,22,58,6,0,13,0,230
Pavlovaceae,0,0,0,0,0,2,5,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,3,0,6,0,8,7,4,6,6,10,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pectinoida,0,131,12,12,0,7,12,7,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedinellales,70,192,61,136,54,51,52,47,67,50,42,88,19,15,43,25,47,26,40,38,15,56,48,57,57,107,76,41,10,20,32,23,31,34,78,76,26,72,13,26,31,26,29,47,15,34,35,46,15,6,27,10,22,4,12,28,5,37,25,12,19,53,35,28,38,26,37,42,33,33,18,32,14,31,40,21,38,56,0,117,24,49,35,37,62
Pelagomonadales_clade_A,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,5,0,6,4,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Peregriniidae,4,7,0,5,0,0,7,0,0,0,11,5,0,0,0,0,0,0,2,0,0,0,0,0,12,3,0,0,4,2,5,6,0,5,8,0,3,3,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2
Perkinsida_XX,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peronosporales,0,0,0,0,0,0,2,0,0,3,0,0,0,8,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
